EmployeeID,Name,Department,JobRole,MonthlyIncome,OverTime,Attrition_Probability,Attrition_Risk_Level,EngagementScore,Engagement_Category,CurrentSkills,MissingSkills,SkillGapCount,UpskillingRecommendation
1812,Employee #1812,Sales,Sales Executive,4127.0,No,0.0395,LOW,70.74,MEDIUM,"Excel, Negotiation, Communication, CRM Software","Salesforce, Lead Generation",2,Salesforce CRM Administrator & Cloud Management; B2B Digital Marketing & Modern Sales Pipelines
1813,Employee #1813,Research & Development,Research Scientist,2438.0,No,0.1028,LOW,91.85,HIGH,"Python, Machine Learning, Lab Equipment, R","Data Analysis, Statistics",2,Professional Skill Development: Data Analysis; Professional Skill Development: Statistics
1814,Employee #1814,Research & Development,Healthcare Representative,6870.0,No,0.1216,LOW,71.16,MEDIUM,"Customer Service, Medical Records, EMR Software, Communication",Patient Care,1,Professional Skill Development: Patient Care
1815,Employee #1815,Sales,Sales Executive,10447.0,Yes,0.0528,LOW,75.49,HIGH,"CRM Software, Communication, Lead Generation, Negotiation","Salesforce, Excel",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Excel
1816,Employee #1816,Research & Development,Manufacturing Director,9667.0,No,0.1586,LOW,73.65,MEDIUM,"Budgeting, ERP, Supply Chain","Operations Management, Lean Six Sigma",2,Professional Skill Development: Operations Management; Lean Six Sigma Green Belt Enterprise Certification
1818,Employee #1818,Human Resources,Human Resources,2148.0,Yes,0.2509,MEDIUM,77.56,HIGH,"Compliance, Workday, HRIS","Recruiting, Employee Relations, Payroll",3,Professional Skill Development: Recruiting; Professional Skill Development: Employee Relations
1821,Employee #1821,Research & Development,Healthcare Representative,8926.0,No,0.0031,LOW,93.57,HIGH,"Communication, Medical Records, Patient Care","Customer Service, EMR Software",2,Professional Skill Development: Customer Service; Healthcare Electronic Medical Records Administration
1822,Employee #1822,Research & Development,Healthcare Representative,6513.0,No,0.0016,LOW,73.67,MEDIUM,"Customer Service, Patient Care, EMR Software","Medical Records, Communication",2,Professional Skill Development: Medical Records; Professional Skill Development: Communication
1823,Employee #1823,Sales,Sales Executive,6799.0,No,0.0105,LOW,67.56,MEDIUM,"Excel, Communication, Salesforce","CRM Software, Negotiation, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
1824,Employee #1824,Sales,Manager,16291.0,No,0.0094,LOW,88.7,HIGH,"Budgeting, Performance Management, Project Management","Leadership, Strategic Planning",2,Professional Skill Development: Leadership; Executive Leadership & Strategic Workforce Planning
1826,Employee #1826,Research & Development,Laboratory Technician,2705.0,No,0.2005,LOW,56.38,MEDIUM,"Excel, Data Entry, Sample Preparation","Lab Safety, Quality Control",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Six Sigma Quality Assurance & Process Improvement
1827,Employee #1827,Research & Development,Manufacturing Director,10333.0,Yes,0.1408,LOW,82.88,HIGH,"Operations Management, ERP","Supply Chain, Budgeting, Lean Six Sigma",3,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Budgeting
1829,Employee #1829,Research & Development,Healthcare Representative,4448.0,No,0.0272,LOW,68.56,MEDIUM,"Communication, Customer Service","Patient Care, Medical Records, EMR Software",3,Professional Skill Development: Patient Care; Professional Skill Development: Medical Records
1830,Employee #1830,Research & Development,Research Scientist,6854.0,No,0.0037,LOW,93.83,HIGH,"R, Statistics, Data Analysis","Python, Machine Learning, Lab Equipment",3,Advanced Python Programming & Data Science Masterclass; Applied Machine Learning & MLOps Specialization
1833,Employee #1833,Sales,Sales Executive,9637.0,No,0.1863,LOW,78.76,HIGH,"Lead Generation, Excel, Communication, CRM Software","Salesforce, Negotiation",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Negotiation
1834,Employee #1834,Research & Development,Research Scientist,3591.0,No,0.0125,LOW,80.45,HIGH,"R, Statistics, Lab Equipment, Python","Data Analysis, Machine Learning",2,Professional Skill Development: Data Analysis; Applied Machine Learning & MLOps Specialization
1835,Employee #1835,Sales,Sales Representative,5405.0,Yes,0.4032,MEDIUM,86.25,HIGH,"Customer Service, Communication","Cold Calling, Salesforce, CRM",3,Professional Skill Development: Cold Calling; Salesforce CRM Administrator & Cloud Management
1836,Employee #1836,Sales,Sales Executive,4684.0,No,0.1185,LOW,71.43,MEDIUM,"Communication, Excel, Salesforce","CRM Software, Negotiation, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
1837,Employee #1837,Research & Development,Research Director,15787.0,Yes,0.0546,LOW,62.16,MEDIUM,"Grant Writing, Leadership, R&D Strategy","Data Analysis, Python",2,Professional Skill Development: Data Analysis; Advanced Python Programming & Data Science Masterclass
1839,Employee #1839,Research & Development,Research Scientist,1514.0,No,0.1874,LOW,76.09,HIGH,"Python, Data Analysis, Lab Equipment","Statistics, R, Machine Learning",3,Professional Skill Development: Statistics; Statistical Computing & Data Visualization in R
1842,Employee #1842,Human Resources,Human Resources,2956.0,No,0.1898,LOW,62.37,MEDIUM,"Workday, Employee Relations, Payroll, Compliance","HRIS, Recruiting",2,Modern HRIS Technology & HR Analytics Management; Professional Skill Development: Recruiting
1844,Employee #1844,Human Resources,Human Resources,2335.0,Yes,0.8196,HIGH,55.38,MEDIUM,"Workday, Payroll, HRIS, Recruiting","Employee Relations, Compliance",2,Professional Skill Development: Employee Relations; Professional Skill Development: Compliance
1845,Employee #1845,Sales,Sales Executive,5154.0,No,0.0029,LOW,69.16,MEDIUM,"Negotiation, Salesforce, Lead Generation, Excel","CRM Software, Communication",2,Professional Skill Development: CRM Software; Professional Skill Development: Communication
1847,Employee #1847,Research & Development,Research Scientist,6962.0,Yes,0.0304,LOW,60.28,MEDIUM,"R, Machine Learning, Data Analysis","Python, Statistics, Lab Equipment",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Statistics
1849,Employee #1849,Sales,Sales Executive,5675.0,No,0.0308,LOW,80.41,HIGH,"CRM Software, Excel, Negotiation, Salesforce, Lead Generation",Communication,1,Professional Skill Development: Communication
1850,Employee #1850,Research & Development,Laboratory Technician,2379.0,Yes,0.3965,MEDIUM,67.1,MEDIUM,"Quality Control, Lab Safety, Data Entry","Sample Preparation, Excel",2,Professional Skill Development: Sample Preparation; Professional Skill Development: Excel
1852,Employee #1852,Research & Development,Laboratory Technician,3812.0,No,0.037,LOW,85.53,HIGH,"Lab Safety, Quality Control","Sample Preparation, Data Entry, Excel",3,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
1853,Employee #1853,Sales,Sales Executive,4648.0,No,0.3816,MEDIUM,63.9,MEDIUM,"Salesforce, CRM Software, Negotiation, Lead Generation","Communication, Excel",2,Professional Skill Development: Communication; Professional Skill Development: Excel
1854,Employee #1854,Research & Development,Research Scientist,2936.0,No,0.0205,LOW,89.16,HIGH,"R, Python, Statistics","Data Analysis, Machine Learning, Lab Equipment",3,Professional Skill Development: Data Analysis; Applied Machine Learning & MLOps Specialization
1856,Employee #1856,Research & Development,Laboratory Technician,2105.0,No,0.2197,LOW,56.45,MEDIUM,"Sample Preparation, Lab Safety, Quality Control","Data Entry, Excel",2,Professional Skill Development: Data Entry; Professional Skill Development: Excel
1857,Employee #1857,Research & Development,Manufacturing Director,8578.0,No,0.0024,LOW,83.55,HIGH,"Supply Chain, Budgeting, ERP, Operations Management",Lean Six Sigma,1,Lean Six Sigma Green Belt Enterprise Certification
1858,Employee #1858,Human Resources,Human Resources,2706.0,No,0.0143,LOW,62.3,MEDIUM,"Compliance, Employee Relations, Recruiting","HRIS, Payroll, Workday",3,Modern HRIS Technology & HR Analytics Management; Professional Skill Development: Payroll
1859,Employee #1859,Research & Development,Healthcare Representative,6384.0,No,0.0596,LOW,70.31,MEDIUM,"Customer Service, Patient Care, Communication","Medical Records, EMR Software",2,Professional Skill Development: Medical Records; Healthcare Electronic Medical Records Administration
1860,Employee #1860,Research & Development,Laboratory Technician,3968.0,No,0.0785,LOW,88.06,HIGH,"Lab Safety, Quality Control","Sample Preparation, Data Entry, Excel",3,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
1862,Employee #1862,Sales,Sales Executive,9907.0,Yes,0.8687,HIGH,84.93,HIGH,"Excel, Negotiation, Communication, Salesforce, CRM Software",Lead Generation,1,B2B Digital Marketing & Modern Sales Pipelines
1863,Employee #1863,Sales,Sales Executive,13225.0,No,0.0022,LOW,77.23,HIGH,"CRM Software, Communication, Salesforce, Lead Generation","Negotiation, Excel",2,Professional Skill Development: Negotiation; Professional Skill Development: Excel
1864,Employee #1864,Sales,Sales Representative,3540.0,No,0.1065,LOW,59.17,MEDIUM,"CRM, Communication, Cold Calling, Salesforce",Customer Service,1,Professional Skill Development: Customer Service
1865,Employee #1865,Human Resources,Human Resources,2804.0,No,0.126,LOW,94.91,HIGH,"HRIS, Compliance, Employee Relations","Recruiting, Payroll, Workday",3,Professional Skill Development: Recruiting; Professional Skill Development: Payroll
1866,Employee #1866,Research & Development,Manager,19392.0,No,0.0257,LOW,80.56,HIGH,"Leadership, Project Management, Performance Management","Strategic Planning, Budgeting",2,Executive Leadership & Strategic Workforce Planning; Professional Skill Development: Budgeting
1867,Employee #1867,Research & Development,Research Director,19665.0,No,0.0094,LOW,70.68,MEDIUM,"Grant Writing, Leadership, R&D Strategy","Data Analysis, Python",2,Professional Skill Development: Data Analysis; Advanced Python Programming & Data Science Masterclass
1868,Employee #1868,Research & Development,Research Scientist,2439.0,Yes,0.8085,HIGH,74.75,MEDIUM,"Python, Data Analysis, R","Statistics, Machine Learning, Lab Equipment",3,Professional Skill Development: Statistics; Applied Machine Learning & MLOps Specialization
1869,Employee #1869,Sales,Sales Executive,7314.0,No,0.0059,LOW,55.38,MEDIUM,"Salesforce, Negotiation, Communication, CRM Software","Lead Generation, Excel",2,B2B Digital Marketing & Modern Sales Pipelines; Professional Skill Development: Excel
1870,Employee #1870,Research & Development,Research Scientist,4774.0,No,0.1024,LOW,78.1,HIGH,"Statistics, R, Machine Learning","Python, Data Analysis, Lab Equipment",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
1871,Employee #1871,Research & Development,Research Scientist,3902.0,No,0.0114,LOW,62.52,MEDIUM,"Machine Learning, Lab Equipment, Python","Data Analysis, Statistics, R",3,Professional Skill Development: Data Analysis; Professional Skill Development: Statistics
1873,Employee #1873,Research & Development,Research Scientist,2662.0,No,0.0146,LOW,94.64,HIGH,"Python, Statistics, Machine Learning","Data Analysis, R, Lab Equipment",3,Professional Skill Development: Data Analysis; Statistical Computing & Data Visualization in R
1875,Employee #1875,Sales,Sales Representative,2856.0,No,0.1026,LOW,87.4,HIGH,"Communication, Customer Service","Cold Calling, Salesforce, CRM",3,Professional Skill Development: Cold Calling; Salesforce CRM Administrator & Cloud Management
1876,Employee #1876,Sales,Sales Representative,1081.0,No,0.4389,MEDIUM,84.02,HIGH,"Communication, Cold Calling","Salesforce, Customer Service, CRM",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Customer Service
1878,Employee #1878,Research & Development,Research Scientist,2472.0,Yes,0.6261,HIGH,87.85,HIGH,"Lab Equipment, Statistics, Machine Learning, Python","Data Analysis, R",2,Professional Skill Development: Data Analysis; Statistical Computing & Data Visualization in R
1880,Employee #1880,Sales,Sales Executive,5673.0,Yes,0.1842,LOW,59.93,MEDIUM,"Lead Generation, Negotiation, Excel, Salesforce","CRM Software, Communication",2,Professional Skill Development: CRM Software; Professional Skill Development: Communication
1881,Employee #1881,Research & Development,Laboratory Technician,4197.0,No,0.1209,LOW,59.24,MEDIUM,"Excel, Quality Control, Data Entry, Sample Preparation",Lab Safety,1,ISO Certified Laboratory Safety & Bio-hazard Compliance
1882,Employee #1882,Sales,Sales Executive,9713.0,Yes,0.0429,LOW,64.68,MEDIUM,"Salesforce, Communication, CRM Software","Negotiation, Lead Generation, Excel",3,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
1883,Employee #1883,Research & Development,Laboratory Technician,2062.0,No,0.3008,MEDIUM,55.7,MEDIUM,"Quality Control, Lab Safety","Sample Preparation, Data Entry, Excel",3,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
1885,Employee #1885,Research & Development,Research Scientist,4284.0,Yes,0.0852,LOW,85.24,HIGH,"Statistics, Machine Learning, Lab Equipment","Python, Data Analysis, R",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
1886,Employee #1886,Research & Development,Manufacturing Director,4788.0,Yes,0.1251,LOW,75.96,HIGH,"ERP, Budgeting, Lean Six Sigma","Supply Chain, Operations Management",2,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Operations Management
1888,Employee #1888,Research & Development,Manufacturing Director,5906.0,No,0.0086,LOW,81.47,HIGH,"Operations Management, Supply Chain","ERP, Budgeting, Lean Six Sigma",3,Professional Skill Development: ERP; Professional Skill Development: Budgeting
1890,Employee #1890,Human Resources,Human Resources,3886.0,No,0.1938,LOW,86.49,HIGH,"HRIS, Employee Relations, Workday","Recruiting, Payroll, Compliance",3,Professional Skill Development: Recruiting; Professional Skill Development: Payroll
1892,Employee #1892,Research & Development,Manager,16823.0,No,0.0513,LOW,55.02,MEDIUM,"Budgeting, Strategic Planning, Leadership","Project Management, Performance Management",2,Professional Skill Development: Project Management; Professional Skill Development: Performance Management
1893,Employee #1893,Research & Development,Research Scientist,2933.0,Yes,0.3208,MEDIUM,69.52,MEDIUM,"Lab Equipment, Machine Learning, Python, R","Data Analysis, Statistics",2,Professional Skill Development: Data Analysis; Professional Skill Development: Statistics
1898,Employee #1898,Sales,Sales Executive,6500.0,No,0.0345,LOW,93.48,HIGH,"Lead Generation, Communication, Salesforce","CRM Software, Negotiation, Excel",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
1900,Employee #1900,Research & Development,Manager,17174.0,No,0.0042,LOW,71.92,MEDIUM,"Strategic Planning, Leadership, Project Management","Budgeting, Performance Management",2,Professional Skill Development: Budgeting; Professional Skill Development: Performance Management
1903,Employee #1903,Research & Development,Healthcare Representative,5033.0,No,0.007,LOW,74.14,MEDIUM,"Communication, Customer Service","Patient Care, Medical Records, EMR Software",3,Professional Skill Development: Patient Care; Professional Skill Development: Medical Records
1905,Employee #1905,Research & Development,Research Scientist,2307.0,Yes,0.3752,MEDIUM,68.0,MEDIUM,"R, Lab Equipment, Data Analysis, Machine Learning, Statistics",Python,1,Advanced Python Programming & Data Science Masterclass
1907,Employee #1907,Research & Development,Laboratory Technician,2587.0,No,0.1157,LOW,81.87,HIGH,"Lab Safety, Sample Preparation","Quality Control, Data Entry, Excel",3,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Data Entry
1908,Employee #1908,Sales,Sales Executive,5507.0,No,0.2606,MEDIUM,74.88,MEDIUM,"Lead Generation, Communication, CRM Software, Negotiation","Salesforce, Excel",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Excel
1909,Employee #1909,Sales,Sales Executive,4393.0,No,0.0413,LOW,79.18,HIGH,"Lead Generation, Communication, CRM Software","Salesforce, Negotiation, Excel",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Negotiation
1911,Employee #1911,Research & Development,Research Director,13348.0,No,0.0093,LOW,56.63,MEDIUM,"Data Analysis, Python, R&D Strategy","Grant Writing, Leadership",2,Research Grant Writing & Innovation Funding Workshop; Professional Skill Development: Leadership
1912,Employee #1912,Sales,Sales Executive,6583.0,Yes,0.0765,LOW,91.6,HIGH,"Excel, Lead Generation, Communication","CRM Software, Salesforce, Negotiation",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
1915,Employee #1915,Sales,Sales Executive,8103.0,Yes,0.2033,LOW,66.68,MEDIUM,"Negotiation, Excel, Salesforce, Communication","CRM Software, Lead Generation",2,Professional Skill Development: CRM Software; B2B Digital Marketing & Modern Sales Pipelines
1916,Employee #1916,Research & Development,Laboratory Technician,3978.0,No,0.3258,MEDIUM,61.29,MEDIUM,"Data Entry, Lab Safety, Excel","Sample Preparation, Quality Control",2,Professional Skill Development: Sample Preparation; Six Sigma Quality Assurance & Process Improvement
1918,Employee #1918,Research & Development,Laboratory Technician,2544.0,No,0.0295,LOW,55.04,MEDIUM,"Quality Control, Excel","Lab Safety, Sample Preparation, Data Entry",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
1922,Employee #1922,Research & Development,Healthcare Representative,5399.0,No,0.0429,LOW,85.55,HIGH,"Customer Service, Communication","Patient Care, Medical Records, EMR Software",3,Professional Skill Development: Patient Care; Professional Skill Development: Medical Records
1924,Employee #1924,Sales,Sales Executive,5487.0,No,0.1521,LOW,88.08,HIGH,"Communication, Salesforce, Excel, CRM Software","Negotiation, Lead Generation",2,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
1927,Employee #1927,Sales,Sales Executive,6834.0,Yes,0.1915,LOW,76.27,HIGH,"Communication, CRM Software, Lead Generation, Negotiation","Salesforce, Excel",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Excel
1928,Employee #1928,Sales,Sales Representative,1091.0,No,0.8269,HIGH,84.6,HIGH,"Customer Service, CRM, Communication","Cold Calling, Salesforce",2,Professional Skill Development: Cold Calling; Salesforce CRM Administrator & Cloud Management
1929,Employee #1929,Sales,Sales Executive,5736.0,No,0.1769,LOW,76.06,HIGH,"CRM Software, Communication, Negotiation, Excel","Salesforce, Lead Generation",2,Salesforce CRM Administrator & Cloud Management; B2B Digital Marketing & Modern Sales Pipelines
1931,Employee #1931,Research & Development,Research Scientist,2226.0,No,0.0619,LOW,82.71,HIGH,"Data Analysis, Statistics, R, Lab Equipment","Python, Machine Learning",2,Advanced Python Programming & Data Science Masterclass; Applied Machine Learning & MLOps Specialization
1932,Employee #1932,Research & Development,Research Scientist,5747.0,Yes,0.1535,LOW,82.27,HIGH,"R, Statistics, Data Analysis, Lab Equipment","Python, Machine Learning",2,Advanced Python Programming & Data Science Masterclass; Applied Machine Learning & MLOps Specialization
1933,Employee #1933,Sales,Sales Executive,9854.0,Yes,0.4388,MEDIUM,64.39,MEDIUM,"CRM Software, Salesforce, Excel, Lead Generation","Negotiation, Communication",2,Professional Skill Development: Negotiation; Professional Skill Development: Communication
1934,Employee #1934,Research & Development,Research Scientist,5467.0,No,0.0042,LOW,67.16,MEDIUM,"Machine Learning, Data Analysis, Statistics","Python, R, Lab Equipment",3,Advanced Python Programming & Data Science Masterclass; Statistical Computing & Data Visualization in R
1935,Employee #1935,Sales,Sales Executive,5380.0,No,0.0502,LOW,68.96,MEDIUM,"Salesforce, Negotiation, Communication, CRM Software","Lead Generation, Excel",2,B2B Digital Marketing & Modern Sales Pipelines; Professional Skill Development: Excel
1936,Employee #1936,Research & Development,Manufacturing Director,5151.0,No,0.0347,LOW,92.98,HIGH,"Supply Chain, Operations Management, Budgeting","ERP, Lean Six Sigma",2,Professional Skill Development: ERP; Lean Six Sigma Green Belt Enterprise Certification
1937,Employee #1937,Research & Development,Research Scientist,2133.0,Yes,0.0108,LOW,58.97,MEDIUM,"Statistics, Lab Equipment, Python","Data Analysis, R, Machine Learning",3,Professional Skill Development: Data Analysis; Statistical Computing & Data Visualization in R
1938,Employee #1938,Sales,Manager,17875.0,Yes,0.0234,LOW,88.94,HIGH,"Strategic Planning, Project Management, Leadership","Budgeting, Performance Management",2,Professional Skill Development: Budgeting; Professional Skill Development: Performance Management
1939,Employee #1939,Research & Development,Research Scientist,2432.0,Yes,0.6728,HIGH,91.98,HIGH,"Lab Equipment, Python, Statistics, Data Analysis","R, Machine Learning",2,Statistical Computing & Data Visualization in R; Applied Machine Learning & MLOps Specialization
1940,Employee #1940,Research & Development,Research Scientist,4771.0,No,0.0036,LOW,85.57,HIGH,"R, Python, Lab Equipment, Statistics, Machine Learning",Data Analysis,1,Professional Skill Development: Data Analysis
1941,Employee #1941,Research & Development,Research Director,19161.0,No,0.003,LOW,71.63,MEDIUM,"R&D Strategy, Leadership, Python","Grant Writing, Data Analysis",2,Research Grant Writing & Innovation Funding Workshop; Professional Skill Development: Data Analysis
1943,Employee #1943,Sales,Sales Executive,5087.0,Yes,0.1368,LOW,75.9,HIGH,"Excel, Salesforce, Negotiation, Communication","CRM Software, Lead Generation",2,Professional Skill Development: CRM Software; B2B Digital Marketing & Modern Sales Pipelines
1944,Employee #1944,Human Resources,Human Resources,2863.0,No,0.9003,HIGH,94.4,HIGH,"Payroll, Recruiting, Employee Relations","HRIS, Compliance, Workday",3,Modern HRIS Technology & HR Analytics Management; Professional Skill Development: Compliance
1945,Employee #1945,Sales,Sales Executive,5561.0,No,0.1543,LOW,64.84,MEDIUM,"CRM Software, Lead Generation, Salesforce","Negotiation, Communication, Excel",3,Professional Skill Development: Negotiation; Professional Skill Development: Communication
1947,Employee #1947,Research & Development,Research Scientist,2144.0,No,0.0259,LOW,59.47,MEDIUM,"Machine Learning, Statistics, Lab Equipment, Data Analysis","Python, R",2,Advanced Python Programming & Data Science Masterclass; Statistical Computing & Data Visualization in R
1948,Employee #1948,Research & Development,Research Scientist,3065.0,Yes,0.0223,LOW,57.31,MEDIUM,"Python, Lab Equipment, R, Statistics","Data Analysis, Machine Learning",2,Professional Skill Development: Data Analysis; Applied Machine Learning & MLOps Specialization
1949,Employee #1949,Research & Development,Laboratory Technician,2810.0,No,0.0357,LOW,70.06,MEDIUM,"Data Entry, Quality Control","Lab Safety, Sample Preparation, Excel",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
1950,Employee #1950,Sales,Sales Executive,9888.0,No,0.1386,LOW,62.41,MEDIUM,"CRM Software, Communication, Excel, Negotiation","Salesforce, Lead Generation",2,Salesforce CRM Administrator & Cloud Management; B2B Digital Marketing & Modern Sales Pipelines
1951,Employee #1951,Sales,Sales Executive,8628.0,No,0.019,LOW,86.02,HIGH,"Communication, Negotiation, CRM Software","Salesforce, Lead Generation, Excel",3,Salesforce CRM Administrator & Cloud Management; B2B Digital Marketing & Modern Sales Pipelines
1952,Employee #1952,Research & Development,Laboratory Technician,2867.0,No,0.1531,LOW,90.97,HIGH,"Sample Preparation, Excel, Quality Control","Lab Safety, Data Entry",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Data Entry
1954,Employee #1954,Research & Development,Healthcare Representative,5373.0,No,0.0794,LOW,80.71,HIGH,"Patient Care, EMR Software, Customer Service, Communication",Medical Records,1,Professional Skill Development: Medical Records
1955,Employee #1955,Research & Development,Healthcare Representative,6667.0,No,0.0033,LOW,82.5,HIGH,"Medical Records, Communication, Customer Service","Patient Care, EMR Software",2,Professional Skill Development: Patient Care; Healthcare Electronic Medical Records Administration
1956,Employee #1956,Research & Development,Research Scientist,5003.0,No,0.1028,LOW,73.19,MEDIUM,"Machine Learning, Lab Equipment, Statistics, R","Python, Data Analysis",2,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
1960,Employee #1960,Research & Development,Laboratory Technician,2367.0,No,0.4737,MEDIUM,78.09,HIGH,"Data Entry, Lab Safety","Sample Preparation, Quality Control, Excel",3,Professional Skill Development: Sample Preparation; Six Sigma Quality Assurance & Process Improvement
1961,Employee #1961,Sales,Sales Representative,2858.0,No,0.6581,HIGH,69.53,MEDIUM,"CRM, Customer Service, Cold Calling, Salesforce",Communication,1,Professional Skill Development: Communication
1962,Employee #1962,Sales,Sales Executive,5204.0,Yes,0.0227,LOW,82.13,HIGH,"CRM Software, Excel, Salesforce, Lead Generation","Negotiation, Communication",2,Professional Skill Development: Negotiation; Professional Skill Development: Communication
1965,Employee #1965,Sales,Sales Executive,4105.0,No,0.0302,LOW,77.07,HIGH,"Excel, Lead Generation, Communication","CRM Software, Salesforce, Negotiation",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
1966,Employee #1966,Research & Development,Manufacturing Director,9679.0,No,0.1092,LOW,66.88,MEDIUM,"Operations Management, Lean Six Sigma, ERP, Supply Chain",Budgeting,1,Professional Skill Development: Budgeting
1967,Employee #1967,Sales,Sales Executive,5617.0,Yes,0.5041,HIGH,64.23,MEDIUM,"Excel, CRM Software, Lead Generation","Salesforce, Negotiation, Communication",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Negotiation
1968,Employee #1968,Sales,Sales Executive,10448.0,Yes,0.8703,HIGH,74.44,MEDIUM,"Salesforce, Excel, Negotiation","CRM Software, Communication, Lead Generation",3,Professional Skill Development: CRM Software; Professional Skill Development: Communication
1969,Employee #1969,Research & Development,Research Scientist,2897.0,No,0.0155,LOW,86.48,HIGH,"Lab Equipment, R, Python","Data Analysis, Statistics, Machine Learning",3,Professional Skill Development: Data Analysis; Professional Skill Development: Statistics
1970,Employee #1970,Research & Development,Healthcare Representative,5968.0,No,0.0024,LOW,82.84,HIGH,"Medical Records, Patient Care","Customer Service, EMR Software, Communication",3,Professional Skill Development: Customer Service; Healthcare Electronic Medical Records Administration
1971,Employee #1971,Research & Development,Healthcare Representative,7510.0,No,0.0079,LOW,84.21,HIGH,"Customer Service, Medical Records","Patient Care, EMR Software, Communication",3,Professional Skill Development: Patient Care; Healthcare Electronic Medical Records Administration
1972,Employee #1972,Human Resources,Human Resources,2991.0,Yes,0.118,LOW,59.74,MEDIUM,"HRIS, Payroll, Workday","Recruiting, Employee Relations, Compliance",3,Professional Skill Development: Recruiting; Professional Skill Development: Employee Relations
1973,Employee #1973,Human Resources,Manager,19636.0,Yes,0.1124,LOW,82.15,HIGH,"Budgeting, Project Management, Leadership","Strategic Planning, Performance Management",2,Executive Leadership & Strategic Workforce Planning; Professional Skill Development: Performance Management
1974,Employee #1974,Research & Development,Laboratory Technician,1129.0,Yes,0.1355,LOW,79.13,HIGH,"Sample Preparation, Lab Safety, Excel","Quality Control, Data Entry",2,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Data Entry
1975,Employee #1975,Sales,Sales Executive,13341.0,No,0.4969,MEDIUM,71.74,MEDIUM,"Excel, Lead Generation, Salesforce","CRM Software, Negotiation, Communication",3,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
1976,Employee #1976,Research & Development,Research Scientist,4332.0,No,0.0059,LOW,92.61,HIGH,"Statistics, Data Analysis, R, Machine Learning","Python, Lab Equipment",2,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Lab Equipment
1979,Employee #1979,Research & Development,Research Director,11031.0,No,0.0015,LOW,81.67,HIGH,"Data Analysis, Leadership","R&D Strategy, Grant Writing, Python",3,Professional Skill Development: R&D Strategy; Research Grant Writing & Innovation Funding Workshop
1980,Employee #1980,Research & Development,Manufacturing Director,4440.0,Yes,0.1984,LOW,70.72,MEDIUM,"Lean Six Sigma, ERP","Supply Chain, Operations Management, Budgeting",3,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Operations Management
1981,Employee #1981,Research & Development,Healthcare Representative,4617.0,No,0.1745,LOW,93.61,HIGH,"EMR Software, Customer Service, Communication","Patient Care, Medical Records",2,Professional Skill Development: Patient Care; Professional Skill Development: Medical Records
1982,Employee #1982,Research & Development,Laboratory Technician,2647.0,No,0.0229,LOW,86.63,HIGH,"Quality Control, Lab Safety, Excel","Sample Preparation, Data Entry",2,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
1985,Employee #1985,Research & Development,Laboratory Technician,6323.0,No,0.1541,LOW,66.1,MEDIUM,"Data Entry, Excel, Sample Preparation, Quality Control",Lab Safety,1,ISO Certified Laboratory Safety & Bio-hazard Compliance
1986,Employee #1986,Sales,Sales Executive,5677.0,No,0.0191,LOW,84.4,HIGH,"CRM Software, Negotiation, Salesforce, Lead Generation","Communication, Excel",2,Professional Skill Development: Communication; Professional Skill Development: Excel
